"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
0, 1.000000000000000e+00, 0.000000000000000e+00, 9.961447848482838e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.640759857505520e+00, 1.000000000000000e-10, 8.821259369077595e+06, 1.056303942962362e+00, 1.060391982198894e+00, 0.000000000000000e+00, 2.525389206340565e-01, 9.898934838083485e-08, 7.289753853653636e-09, -3.824781627790373e-04, 4.873640500673157e+00, 2.794476344938833e-01, 1.129254133543695e-17
1, 5.000000000000000e-01, 5.362888000000000e-02, 8.475597379785026e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.236422237956323e+00, 1.000000000000000e-10, 1.033470472889073e+07, 8.945688951486265e-01, 1.055464122543438e+00, 0.000000000000000e+00, -4.728879723080917e-01, 9.863683800881528e-08, 2.935039479508210e-03, -1.669426184373763e-04, -6.084815004195951e+01, 7.171798448211349e-01, 8.201106611604751e-18
2, 0.000000000000000e+00, 0.000000000000000e+00, 9.962526554904243e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.632417016113405e+00, 1.000000000000000e-10, 8.790635008020641e+06, 1.052966806405512e+00, 1.056927477786414e+00, 0.000000000000000e+00, 2.375709304767974e-01, 9.874160176275560e-08, -1.275436602462600e-12, 7.379568688164387e-03, -4.135317379036300e+02, 1.231212484750823e+00, 1.133311360595936e-17
3, 5.000000000000000e-01, -5.362888000000000e-02, 9.347504212863446e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.471182829692304e+00, 1.000000000000000e-10, 9.384326463344298e+06, 9.884731318395311e-01, 1.057472785601163e+00, 0.000000000000000e+00, -5.170122535613190e-02, 9.878062301634263e-08, 3.158242773160689e-03, 1.796382372644453e-04, -6.585156830159657e+01, 7.801424578396327e-01, 9.960755032792007e-18
12, 9.987006627766926e-01, 2.249167967470305e-04, 9.954363304732754e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.639198899959939e+00, 1.000000000000000e-10, 8.832017368321192e+06, 1.055679559944158e+00, 1.060519420104187e+00, 0.000000000000000e+00, 2.497383882879482e-01, 9.899845390620893e-08, 1.171012496459828e-04, -2.023927012942984e-05, 2.461311447446973e+01, 1.556966568705203e-01, 1.127076782118837e-17
13, 9.973192646798064e-01, 4.633266208083028e-04, 9.949715031536497e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.638123430679610e+00, 1.000000000000000e-10, 8.836686590633579e+06, 1.055249372232045e+00, 1.060582508028963e+00, 0.000000000000000e+00, 2.478088761655066e-01, 9.900296138339186e-08, 2.010455372727338e-04, -3.464234337149805e-05, 6.827891776191301e+00, 2.039414263404209e-01, 1.125955407417657e-17
14, 9.958830436695584e-01, 7.104233636847399e-04, 9.940028092690849e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.635588713204707e+00, 1.000000000000000e-10, 8.845385524953337e+06, 1.054235485242122e+00, 1.060596082235752e+00, 0.000000000000000e+00, 2.432613096433706e-01, 9.900393120995545e-08, 2.550631861886917e-04, -4.381062550728393e-05, 1.538737428716279e+00, 2.295865828440982e-01, 1.123753064559403e-17
15, 9.944013562725607e-01, 9.645176958693508e-04, 9.931892784942365e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.633390435367006e+00, 1.000000000000000e-10, 8.852515967601754e+06, 1.053356174107075e+00, 1.060579485618347e+00, 0.000000000000000e+00, 2.393173534430941e-01, 9.900274544257338e-08, 2.983875283501390e-04, -5.108415501630112e-05, -1.356158839702127e-01, 2.482104064465314e-01, 1.121928993049872e-17
16, 9.928796181702286e-01, 1.224611924567316e-03, 9.923511727658615e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.631089443026573e+00, 1.000000000000000e-10, 8.859787118761281e+06, 1.052435777170935e+00, 1.060547723481404e+00, 0.000000000000000e+00, 2.351891159418066e-01, 9.900047612918136e-08, 3.341653244571838e-04, -5.701690429277151e-05, -7.166772008010531e-01, 2.625525347763689e-01, 1.120062302237797e-17
17, 9.913214626743662e-01, 1.490024041584409e-03, 9.915201649368695e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.628793611999892e+00, 1.000000000000000e-10, 8.866972329684449e+06, 1.051517444760296e+00, 1.060510398018226e+00, 0.000000000000000e+00, 2.310701384144046e-01, 9.899780928961576e-08, 3.662434138042022e-04, -6.227496033067953e-05, -9.701454142389039e-01, 2.747445532251929e-01, 1.118217502214239e-17
18, 9.897295449240046e-01, 1.760241178373385e-03, 9.906962237029538e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.626515207362018e+00, 1.000000000000000e-10, 8.874102786114255e+06, 1.050606082905179e+00, 1.060472481643564e+00, 0.000000000000000e+00, 2.269824257767281e-01, 9.899510018342463e-08, 3.960692245892181e-04, -6.710942646050851e-05, -1.129815315346324e+00, 2.855878008686650e-01, 1.116390536551150e-17
19, 9.881059303454247e-01, 2.034859431368316e-03, 9.898552384270364e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.624194626402742e+00, 1.000000000000000e-10, 8.881405700733846e+06, 1.049677850521503e+00, 1.060435718044519e+00, 0.000000000000000e+00, 2.228190441032997e-01, 9.899247339722305e-08, 4.244653260520923e-04, -7.166313252930621e-05, -1.272321226570984e+00, 2.955157617438632e-01, 1.114525670721847e-17
20, 9.864522515848964e-01, 2.313551643287798e-03, 9.890072104675877e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.621858452298059e+00, 1.000000000000000e-10, 8.888791808484791e+06, 1.048743380879663e+00, 1.060400136399241e+00, 0.000000000000000e+00, 2.186276865837531e-01, 9.898993102005322e-08, 4.520459456204960e-04, -7.604121752909201e-05, -1.424391586949007e+00, 3.048273673936051e-01, 1.112645532624282e-17
21, 9.847698707212384e-01, 2.596036979868525e-03, 9.881598880693248e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.619525892266224e+00, 1.000000000000000e-10, 8.896187959111266e+06, 1.047810356866963e+00, 1.060365199516633e+00, 0.000000000000000e+00, 2.144428131149376e-01, 9.898743467180416e-08, 4.787552123157607e-04, -8.023541650068468e-05, -1.586672915260914e+00, 3.135610663108824e-01, 1.110768055640216e-17
22, 9.830599231107098e-01, 2.882077856750669e-03, 9.872837088758948e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.617117284199109e+00, 1.000000000000000e-10, 8.903858347228324e+06, 1.046846913640152e+00, 1.060330383484272e+00, 0.000000000000000e+00, 2.101215009689336e-01, 9.898494691864187e-08, 5.049837582292491e-04, -8.431277461347562e-05, -1.761188919931427e+00, 3.218845236044380e-01, 1.108827134252539e-17
23, 9.813233903413686e-01, 3.171466028312938e-03, 9.864234844826740e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.614750777196894e+00, 1.000000000000000e-10, 8.911396552078018e+06, 1.045900310839301e+00, 1.060295428172839e+00, 0.000000000000000e+00, 2.058757228401102e-01, 9.898244917318990e-08, 5.307603935891934e-04, -8.827798808593808e-05, -1.943772487880115e+00, 3.298449707909517e-01, 1.106923875647707e-17
24, 9.795611219662811e-01, 3.464011116039784e-03, 9.855397630626244e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.612321588532430e+00, 1.000000000000000e-10, 8.919159647675661e+06, 1.044928635373550e+00, 1.060260249800953e+00, 0.000000000000000e+00, 2.015174868016288e-01, 9.897993544818834e-08, 5.559178056478743e-04, -9.210387341864239e-05, -2.128583214890286e+00, 3.374113547297752e-01, 1.104969626549762e-17
