"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
0, 1.000000000000000e+00, 5.551115000000000e-17, 1.002759689347408e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.670848945110900e+00, 1.000000000000000e-10, 7.546780848534182e+05, 1.068339578004249e+00, 1.065399406611090e+00, 0.000000000000000e+00, 2.826013284354902e-01, 9.934751952852055e-08, 9.371942043835737e-08, -3.208025204306588e-04, -2.672604797040642e+01, 9.104480618917051e-01, 1.328726031682065e-16
1, 5.000000000000000e-01, 8.508461000000000e-02, 7.733158303234282e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.045211101324878e+00, 1.000000000000000e-10, 9.712112606609442e+05, 8.180844404990186e-01, 1.057891754468374e+00, 0.000000000000000e+00, -7.522665529902192e-01, 9.881138205718356e-08, 3.250089045216870e-03, -3.502932392237189e-04, -2.481595213985722e+02, 2.566096864201296e+00, 7.962385147754695e-17
2, 0.000000000000000e+00, 0.000000000000000e+00, 1.112528948494297e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.968030570232936e+00, 1.000000000000000e-10, 6.753882259747068e+05, 1.187212228048673e+00, 1.067129291022452e+00, 0.000000000000000e+00, 7.741696084607557e-01, 9.947079174502846e-08, -1.275025579407138e-12, 2.938827338529672e-03, -2.540994883144441e+02, 2.908201865809791e+00, 1.647243533082118e-16
3, 5.000000000000000e-01, -8.508461000000000e-02, 8.537336290535608e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.262490961869493e+00, 1.000000000000000e-10, 8.810342674532764e+05, 9.049963847136475e-01, 1.060045374711216e+00, 0.000000000000000e+00, -3.928638231337641e-01, 9.896536661299113e-08, 3.353962180262601e-03, 3.614886574540498e-04, -2.759547525939417e+02, 2.734708098584890e+00, 9.690128486493703e-17
12, 9.953302609081321e-01, 3.928080762356919e-04, 1.000420929621565e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.664637104528968e+00, 1.000000000000000e-10, 7.553681793949067e+05, 1.065854841771570e+00, 1.065406380666943e+00, 0.000000000000000e+00, 2.723263197118005e-01, 9.934801669921309e-08, 7.965404031446568e-04, -6.933378603594911e-05, -1.662801984028015e+01, 1.435661711780651e+00, 1.324416315473202e-16
13, 9.900902163816916e-01, 8.625837614035186e-04, 9.993624560944355e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.661739490924440e+00, 1.000000000000000e-10, 7.561392100287759e+05, 1.064695796329801e+00, 1.065375019680739e+00, 0.000000000000000e+00, 2.675333755478692e-01, 9.934578100580977e-08, 8.779259007541403e-04, -8.138319488574304e-05, -1.420897292627772e+01, 1.506838659721637e+00, 1.321666186382238e-16
14, 9.844794051378548e-01, 1.398675779957617e-03, 9.980785262179974e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.658188129362252e+00, 1.000000000000000e-10, 7.570847686360198e+05, 1.063275251704978e+00, 1.065322240459405e+00, 0.000000000000000e+00, 2.616590665485944e-01, 9.934201835500317e-08, 9.133657033801040e-04, -9.012085261130766e-05, -1.240906538397900e+01, 1.536457261030261e+00, 1.318319730343174e-16
15, 9.785568911191920e-01, 2.000565078474549e-03, 9.968101791514665e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.654686095358291e+00, 1.000000000000000e-10, 7.580234594164602e+05, 1.061874438103444e+00, 1.065272466426219e+00, 0.000000000000000e+00, 2.558663502889272e-01, 9.933846986152238e-08, 9.249216899490467e-04, -9.692373496749854e-05, -1.066899610254560e+01, 1.545695445942370e+00, 1.315014027934450e-16
16, 9.723566778924241e-01, 2.669031979177175e-03, 9.954355666161735e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.650927422125484e+00, 1.000000000000000e-10, 7.590510060892272e+05, 1.060370968810376e+00, 1.065233154582713e+00, 0.000000000000000e+00, 2.496491269479154e-01, 9.933566718170446e-08, 9.272906448559912e-04, -1.029245546820945e-04, -9.370553754910389e+00, 1.547161607396961e+00, 1.311422915570718e-16
17, 9.659016001617013e-01, 3.405238136913897e-03, 9.940574145984189e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.647182229686824e+00, 1.000000000000000e-10, 7.600882606535109e+05, 1.058872891834967e+00, 1.065202951343341e+00, 0.000000000000000e+00, 2.434542021954839e-01, 9.933351385194086e-08, 9.259073675100383e-04, -1.085422883091701e-04, -8.543231089955365e+00, 1.545512574487253e+00, 1.307820135133801e-16
