"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
0, 1.000000000000000e+00, 1.387779000000000e-17, 9.842754343189505e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.643582805540042e+00, 1.000000000000000e-10, 7.768060221425984e+05, 1.057433122176645e+00, 1.074326438826867e+00, 0.000000000000000e+00, 2.086034721135427e-01, 9.998226540905958e-08, 2.056683646700742e-08, -1.989359322614622e-04, -8.349729933347453e+00, 7.531097032533787e-01, 1.267080220542996e-16
1, 5.000000000000000e-01, 5.046727000000000e-02, 8.250742893244801e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.206394137052836e+00, 1.000000000000000e-10, 9.182910000333037e+05, 8.825576547881310e-01, 1.069670532953723e+00, 0.000000000000000e+00, -4.265636283711464e-01, 9.965135642012283e-08, 2.405688362504603e-03, -6.310235467606739e-05, -1.594951823074100e+02, 2.406158671404682e+00, 8.984889093979726e-17
2, 0.000000000000000e+00, 0.000000000000000e+00, 1.064859341054550e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.862458056711884e+00, 1.000000000000000e-10, 7.069078203077312e+05, 1.144983222642159e+00, 1.075243629368233e+00, 0.000000000000000e+00, 5.265951509365033e-01, 1.000473697831235e-07, -2.102058745034479e-12, 3.837462261063653e-03, -7.670913160064953e+02, 3.453772659684130e+00, 1.506362369272596e-16
3, 5.000000000000000e-01, -5.046727000000000e-02, 9.178941133710137e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.457725535746889e+00, 1.000000000000000e-10, 8.259960029536606e+05, 9.830902142620398e-01, 1.071027910454279e+00, 0.000000000000000e+00, -6.141821798900857e-02, 9.974790212663818e-08, 2.898795029674276e-03, 7.603678124673782e-05, -2.615203530514470e+02, 2.783187996883196e+00, 1.111257341408380e-16
12, 9.953604985593988e-01, 1.041901204327229e-03, 9.822988150623664e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.638907915827094e+00, 1.000000000000000e-10, 7.744193991316436e+05, 1.055563166291545e+00, 1.074584586793508e+00, 0.000000000000000e+00, 2.018115848619455e-01, 1.000005921276352e-07, 2.220223848170963e-04, -4.942297358410735e-05, 5.645916525888948e+01, 8.043324745168400e-01, 1.268432787480003e-16
13, 9.901513144104419e-01, 2.192352487934547e-03, 9.797299677888893e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.632294150807823e+00, 1.000000000000000e-10, 7.765231607783535e+05, 1.052917660283940e+00, 1.074701902464232e+00, 0.000000000000000e+00, 1.922028135159202e-01, 1.000089200134857e-07, 1.966628357656003e-04, -4.302351532625502e-05, 2.832531769676272e+01, 7.556460842976552e-01, 1.261688221400437e-16
14, 9.845664214358646e-01, 3.403298774687973e-03, 9.779691844919549e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.627625749295285e+00, 1.000000000000000e-10, 7.779143338707577e+05, 1.051050299678995e+00, 1.074727421217270e+00, 0.000000000000000e+00, 1.854203526097980e-01, 1.000107314537172e-07, 2.202958157308182e-04, -4.728743561573832e-05, 1.541769831260907e+01, 7.986879328344474e-01, 1.257168429429839e-16
15, 9.786627687566776e-01, 4.658417769831101e-03, 9.755158306990283e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.620968708223082e+00, 1.000000000000000e-10, 7.798455268214041e+05, 1.048387483250212e+00, 1.074700635559103e+00, 0.000000000000000e+00, 1.757487078934154e-01, 1.000088300820943e-07, 2.629270941862286e-04, -5.530897671783080e-05, 9.539790863558643e+00, 8.710937806366519e-01, 1.250909233667243e-16
16, 9.724726573606256e-01, 5.947326113287674e-03, 9.727618311282233e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.613425881413983e+00, 1.000000000000000e-10, 7.820148529190648e+05, 1.045370352526683e+00, 1.074641622517453e+00, 0.000000000000000e+00, 1.647901543463376e-01, 1.000046409775344e-07, 3.161248259005229e-04, -6.509629182471838e-05, 6.745359382479641e+00, 9.534295266930305e-01, 1.243917476760398e-16
17, 9.660174281351556e-01, 7.262341017480705e-03, 9.697865330389441e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.605232239688141e+00, 1.000000000000000e-10, 7.843644278136001e+05, 1.042092895836465e+00, 1.074559050197305e+00, 0.000000000000000e+00, 1.528860680043422e-01, 9.999877930246326e-08, 3.757275320055647e-04, -7.565770313890518e-05, 5.258072089121727e+00, 1.037439233244873e+00, 1.236398003752688e-16
18, 9.593124252548986e-01, 8.597312736784379e-03, 9.664799802002001e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.596104271400048e+00, 1.000000000000000e-10, 7.869882851789666e+05, 1.038441708521360e+00, 1.074457546762897e+00, 0.000000000000000e+00, 1.396245505662802e-01, 9.999157343516438e-08, 4.403146133029225e-04, -8.661399575660359e-05, 4.223825617772295e+00, 1.120737568097887e+00, 1.228074227195190e-16
19, 9.523692623435369e-01, 9.947062664789345e-03, 9.629322102878759e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.586294596194997e+00, 1.000000000000000e-10, 7.898194397065802e+05, 1.034517838439481e+00, 1.074341295666291e+00, 0.000000000000000e+00, 1.253726190643724e-01, 9.998332020046166e-08, 5.092151779445530e-04, -9.775630415782214e-05, 3.159924896319639e+00, 1.202590641691278e+00, 1.219180216091264e-16
20, 9.451970879703913e-01, 1.130709686074620e-02, 9.591961969663919e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.575955083341150e+00, 1.000000000000000e-10, 7.928201804557970e+05, 1.030382033298092e+00, 1.074214051887233e+00, 0.000000000000000e+00, 1.103509159115237e-01, 9.997428603860174e-08, 5.810225840057772e-04, -1.087524368016948e-04, 1.855090763356741e+00, 1.281645893311149e+00, 1.209853414139746e-16
21, 9.378032692916425e-01, 1.267344074790758e-02, 9.551759824936624e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.564834614532745e+00, 1.000000000000000e-10, 7.960759137390647e+05, 1.025933845774891e+00, 1.074078352657593e+00, 0.000000000000000e+00, 9.419460528822218e-02, 9.996465097037002e-08, 6.550862669257165e-04, -1.194358434845829e-04, 1.837250464671795e-01, 1.357570430876511e+00, 1.199855385932043e-16
22, 9.301938758575333e-01, 1.404249429486843e-02, 9.512681147422608e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.554005343075728e+00, 1.000000000000000e-10, 7.992602221258422e+05, 1.021602137192240e+00, 1.073937117580185e+00, 0.000000000000000e+00, 7.846135910066944e-02, 9.995462220478801e-08, 7.289057247142824e-04, -1.293261551250049e-04, -1.815294735956592e+00, 1.428620715590370e+00, 1.190185708703217e-16
23, 9.223739825904476e-01, 1.541098314568347e-02, 9.468378563951949e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.541761495877412e+00, 1.000000000000000e-10, 8.029101403368320e+05, 1.016704598313091e+00, 1.073789552715914e+00, 0.000000000000000e+00, 6.067295449575672e-02, 9.994414328426296e-08, 8.036401719659706e-04, -1.386261136381731e-04, -4.175834393097279e+00, 1.496105875641439e+00, 1.179257528448964e-16
24, 9.143478764997491e-01, 1.677589337608761e-02, 9.428973394860261e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.530825026185323e+00, 1.000000000000000e-10, 8.061708559207058e+05, 1.012330010436413e+00, 1.073637572239026e+00, 0.000000000000000e+00, 4.478396595471761e-02, 9.993335006169372e-08, 8.780208376611027e-04, -1.471116801409484e-04, -6.852010308027642e+00, 1.560082867375939e+00, 1.169599841432654e-16
25, 9.061192418933653e-01, 1.813445178291208e-02, 9.382685109866753e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.518030853555502e+00, 1.000000000000000e-10, 8.100499870446898e+05, 1.007212341384670e+00, 1.073479851013538e+00, 0.000000000000000e+00, 2.619602413887451e-02, 9.992214835413203e-08, 9.530010154514812e-04, -1.549486057409181e-04, -9.816290630647348e+00, 1.620872882953736e+00, 1.158284659156050e-16
26, 8.976912347226654e-01, 1.948409974506229e-02, 9.339692441720341e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.506120528484398e+00, 1.000000000000000e-10, 8.136769357742270e+05, 1.002448211356400e+00, 1.073320366395012e+00, 0.000000000000000e+00, 8.892175282446240e-03, 9.991082058477251e-08, 1.029126414566007e-03, -1.622181010921912e-04, -1.349741652852185e+01, 1.680042835253414e+00, 1.147837874038645e-16
27, 8.890665804241724e-01, 2.082241151550434e-02, 9.295435680983498e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.493876809566071e+00, 1.000000000000000e-10, 8.174491895212306e+05, 9.975507237892466e-01, 1.073161880760495e+00, 0.000000000000000e+00, -8.896042951605858e-03, 9.989956295187567e-08, 1.102880588490110e-03, -1.683756210479145e-04, -1.746055544726217e+01, 1.734621207958328e+00, 1.137126978410294e-16
28, 8.802476560726065e-01, 2.214719257592150e-02, 9.252960831879785e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.482118427085517e+00, 1.000000000000000e-10, 8.210995468815059e+05, 9.928473707971950e-01, 1.073005050855158e+00, 0.000000000000000e+00, -2.597914286910528e-02, 9.988842212603600e-08, 1.173811514518839e-03, -1.734008386043551e-04, -2.160436607502052e+01, 1.784990076741803e+00, 1.126898736081903e-16
29, 8.712365432154616e-01, 2.345634666275381e-02, 9.209090573015175e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.469992808503934e+00, 1.000000000000000e-10, 8.249093026298219e+05, 9.879971233647368e-01, 1.072849827603828e+00, 0.000000000000000e+00, -4.359577969251673e-02, 9.987739464587426e-08, 1.242405556353163e-03, -1.774158406301182e-04, -2.598713366970735e+01, 1.831606369683974e+00, 1.116376082704568e-16
