"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
0, 1.000000000000000e+00, 5.551115000000000e-17, 9.984921619766974e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.639522711743317e+00, 1.000000000000000e-10, 7.563240560110833e+05, 1.055809084657387e+00, 1.057403477827227e+00, 0.000000000000000e+00, 2.624529608644611e-01, 9.877664453827089e-08, 1.603048336385139e-07, -5.487250606962846e-04, -4.467501550799273e+01, 1.120644871226318e+00, 1.320190456312280e-16
1, 5.000000000000000e-01, 8.508461000000000e-02, 7.838737947313079e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.058929560233276e+00, 1.000000000000000e-10, 9.533037303698411e+05, 8.235718240619553e-01, 1.050643393869615e+00, 0.000000000000000e+00, -8.296874503338998e-01, 9.829218780501405e-08, 3.174244913799001e-03, -3.421187904314390e-04, -1.703637365982275e+02, 2.406888054635152e+00, 8.222707289391754e-17
2, 0.000000000000000e+00, 0.000000000000000e+00, 9.775159233119290e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.579003410693222e+00, 1.000000000000000e-10, 7.606665832013005e+05, 1.031601364238188e+00, 1.055329473041229e+00, 0.000000000000000e+00, 1.486114969020720e-01, 9.862817373046701e-08, -2.485827876596246e-12, 5.729625380882375e-03, -9.625140876507470e+02, 3.599806318298186e+00, 1.285077865091168e-16
3, 5.000000000000000e-01, -8.508461000000000e-02, 8.999235312602186e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.370757488282731e+00, 1.000000000000000e-10, 8.322014448869306e+05, 9.483029952770954e-01, 1.053759527711347e+00, 0.000000000000000e+00, -2.431151136171615e-01, 9.851569195286860e-08, 3.306875639422158e-03, 3.564136895451289e-04, -1.964762696737713e+02, 2.626261260522420e+00, 1.081376226497298e-16
12, 9.953302609081321e-01, 3.928080762356919e-04, 9.956810870473334e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.632145284993419e+00, 1.000000000000000e-10, 7.546453923389664e+05, 1.052858113957540e+00, 1.057425040662130e+00, 0.000000000000000e+00, 2.485754532444463e-01, 9.877818739877304e-08, 7.564172633839232e-04, -6.584132140229262e-05, -1.203837375829828e+01, 1.316356394885741e+00, 1.319403315797396e-16
13, 9.900902163816916e-01, 8.625837614035186e-04, 9.948414232728841e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.629847153028047e+00, 1.000000000000000e-10, 7.552340461387578e+05, 1.051938861171425e+00, 1.057393506706525e+00, 0.000000000000000e+00, 2.442524901107565e-01, 9.877593108104158e-08, 7.986002910456271e-04, -7.402975930673483e-05, -8.404726757147293e+00, 1.352365026976247e+00, 1.317263773295014e-16
14, 9.844794051378548e-01, 1.398675779957617e-03, 9.938065666900940e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.626945372939243e+00, 1.000000000000000e-10, 7.559839054187189e+05, 1.050778149135945e+00, 1.057326631112528e+00, 0.000000000000000e+00, 2.387940183889403e-01, 9.877114588937540e-08, 8.212140254969819e-04, -8.102834152877423e-05, -6.575746979777661e+00, 1.371119919179850e+00, 1.314588660264879e-16
15, 9.785568911191920e-01, 2.000565078474549e-03, 9.927035593307310e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.623850528058647e+00, 1.000000000000000e-10, 7.567860792463453e+05, 1.049540211183751e+00, 1.057254405223790e+00, 0.000000000000000e+00, 2.329723769319186e-01, 9.876597769848029e-08, 8.297372667902291e-04, -8.694923668993333e-05, -5.188246355875989e+00, 1.377948747923895e+00, 1.311737908324055e-16
16, 9.723566778924241e-01, 2.669031979177175e-03, 9.915347403311385e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.620599262646623e+00, 1.000000000000000e-10, 7.576438846695083e+05, 1.048239705018987e+00, 1.057189085143816e+00, 0.000000000000000e+00, 2.268564964142575e-01, 9.876130351053333e-08, 8.322624497755207e-04, -9.237690738816586e-05, -4.188412216724436e+00, 1.379752996406976e+00, 1.308710106333951e-16
17, 9.659016001617013e-01, 3.405238136913897e-03, 9.902836680868814e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.617146757166596e+00, 1.000000000000000e-10, 7.585697029257301e+05, 1.046858702827027e+00, 1.057130130045911e+00, 0.000000000000000e+00, 2.203620678375218e-01, 9.875708466807929e-08, 8.329158359242347e-04, -9.764107509294831e-05, -3.579723251577694e+00, 1.379966706696711e+00, 1.305463599625973e-16
18, 9.592083492771265e-01, 4.210384522016559e-03, 9.889635678230694e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.613520147820019e+00, 1.000000000000000e-10, 7.595523206615679e+05, 1.045408059088449e+00, 1.057074388887375e+00, 0.000000000000000e+00, 2.135401364855475e-01, 9.875309571018998e-08, 8.324809767621037e-04, -1.027691946014119e-04, -3.230710320859767e+00, 1.379251007799280e+00, 1.302036726786471e-16
19, 9.522897741777424e-01, 5.085608538730054e-03, 9.875888062439572e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.609753261712928e+00, 1.000000000000000e-10, 7.605802456501297e+05, 1.043901304645668e+00, 1.057020186990455e+00, 0.000000000000000e+00, 2.064543337487468e-01, 9.874921680658029e-08, 8.306448434134907e-04, -1.076706767457929e-04, -2.989084932632639e+00, 1.377354524236741e+00, 1.298469477657527e-16
20, 9.451561583331421e-01, 6.031871672267523e-03, 9.859324991378788e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.605244390645838e+00, 1.000000000000000e-10, 7.618290254465061e+05, 1.042097756218898e+00, 1.056966635271817e+00, 0.000000000000000e+00, 1.979728001852757e-01, 9.874538433682364e-08, 8.295273955509151e-04, -1.125808743039936e-04, -2.875594540238899e+00, 1.375872658959979e+00, 1.294166897129690e-16
21, 9.378159094843285e-01, 7.049956371582586e-03, 9.843602065612460e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.600963634090506e+00, 1.000000000000000e-10, 7.630177561043679e+05, 1.040385453596828e+00, 1.056915392010106e+00, 0.000000000000000e+00, 1.899203675783442e-01, 9.874171698468063e-08, 8.280870470487136e-04, -1.173424011831033e-04, -2.838834627916818e+00, 1.374191471522613e+00, 1.290090022993819e-16
22, 9.302760494427528e-01, 8.140427425297697e-03, 9.826107972935816e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.596223010710885e+00, 1.000000000000000e-10, 7.643501704663022e+05, 1.038489204245049e+00, 1.056867283674650e+00, 0.000000000000000e+00, 1.810028900750511e-01, 9.873827391226538e-08, 8.251312965848715e-04, -1.217522015655363e-04, -2.730092598783194e+00, 1.371133025629604e+00, 1.285552366413859e-16
23, 9.225425163915051e-01, 9.303621021225219e-03, 9.807242372246611e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.591131185826072e+00, 1.000000000000000e-10, 7.657967788344660e+05, 1.036452474291200e+00, 1.056823554421622e+00, 0.000000000000000e+00, 1.714247755055184e-01, 9.873514418056135e-08, 8.215138616029870e-04, -1.258960517764378e-04, -2.631150815298600e+00, 1.367425587409546e+00, 1.280660389293233e-16
24, 9.146203641543068e-01, 1.053964313886322e-02, 9.786696854366436e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.585611289830515e+00, 1.000000000000000e-10, 7.673843113079602e+05, 1.034244515893059e+00, 1.056786095741405e+00, 0.000000000000000e+00, 1.610414262243933e-01, 9.873246318758129e-08, 8.177687952759671e-04, -1.298303079419124e-04, -2.561166017602221e+00, 1.363484251226993e+00, 1.275333664269587e-16
25, 9.065139549408580e-01, 1.184834158408448e-02, 9.766614420943429e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.580235783149772e+00, 1.000000000000000e-10, 7.689469634236320e+05, 1.032094313220842e+00, 1.056757509549706e+00, 0.000000000000000e+00, 1.509296843593104e-01, 9.873041718517293e-08, 8.121138172368611e-04, -1.332449632305937e-04, -2.388030450866878e+00, 1.357961757646663e+00, 1.270130257653152e-16
26, 8.982270214863128e-01, 1.322932812471328e-02, 9.743376454584389e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.574047703506146e+00, 1.000000000000000e-10, 7.707707822853749e+05, 1.029619081363485e+00, 1.056737452527594e+00, 0.000000000000000e+00, 1.392894302003770e-01, 9.872898162573698e-08, 8.061897961845503e-04, -1.363749710987449e-04, -2.113791675040298e+00, 1.351965976879047e+00, 1.264109950258729e-16
