"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
0, 1.000000000000000e+00, 1.387779000000000e-17, 9.802158745550605e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.610004469843734e+00, 1.000000000000000e-10, 7.757391218899469e+05, 1.044001787898285e+00, 1.065073332312821e+00, 0.000000000000000e+00, 1.819584503846176e-01, 9.932427236720327e-08, 2.591091386712255e-08, -2.506273540978571e-04, -1.797292926401214e+01, 7.958195151305599e-01, 1.263589827555136e-16
1, 5.000000000000000e-01, 5.046727000000000e-02, 8.417015394898643e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.233703813235880e+00, 1.000000000000000e-10, 8.950590632274544e+05, 8.934815252606836e-01, 1.061518226285058e+00, 0.000000000000000e+00, -4.404806605973086e-01, 9.907058787292087e-08, 2.255808777761542e-03, -5.917094158758584e-05, -9.753838979797415e+01, 2.218479035201866e+00, 9.403865691181979e-17
2, 0.000000000000000e+00, 0.000000000000000e+00, 9.992995982016178e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.659047294536915e+00, 1.000000000000000e-10, 7.468299345636496e+05, 1.063618917774793e+00, 1.064364400515048e+00, 0.000000000000000e+00, 2.630802121088155e-01, 9.927371770530220e-08, -2.759095742645686e-12, 5.036931441615732e-03, -1.063955417168035e+03, 3.620398964975065e+00, 1.338055088976278e-16
3, 5.000000000000000e-01, -5.046727000000000e-02, 9.347785513869880e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.483139316202841e+00, 1.000000000000000e-10, 8.063029895596377e+05, 9.932557264437449e-01, 1.062557249489722e+00, 0.000000000000000e+00, -2.788926595671281e-02, 9.914477323682797e-08, 2.956072150449188e-03, 7.753918754253392e-05, -2.010173701201495e+02, 2.674311105095370e+00, 1.159339053761526e-16
12, 9.953604985593988e-01, 1.041901204327229e-03, 9.787523344622099e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.606761078151207e+00, 1.000000000000000e-10, 7.721262637129949e+05, 1.042704431221332e+00, 1.065340428326295e+00, 0.000000000000000e+00, 1.765935545062949e-01, 9.934331498528027e-08, 2.549318031003276e-04, -5.674872729952840e-05, 5.432314835701780e+01, 8.116267457460794e-01, 1.267607009264795e-16
13, 9.901513144104419e-01, 2.192352487934547e-03, 9.763130547770825e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.600589274670456e+00, 1.000000000000000e-10, 7.741287496769575e+05, 1.040235709829130e+00, 1.065473522800166e+00, 0.000000000000000e+00, 1.663847711724230e-01, 9.935280308645910e-08, 1.958090112674772e-04, -4.283672593497056e-05, 2.691814997576472e+01, 7.100716768997949e-01, 1.261177120912009e-16
14, 9.845664214358646e-01, 3.403298774687973e-03, 9.750459536457485e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.597329827331949e+00, 1.000000000000000e-10, 7.751391441501755e+05, 1.038931930893777e+00, 1.065520991097041e+00, 0.000000000000000e+00, 1.609933176417337e-01, 9.935618688814190e-08, 2.014552516112274e-04, -4.324322824024298e-05, 1.420248508621633e+01, 7.194382770841217e-01, 1.257898556023311e-16
15, 9.786627687566776e-01, 4.658417769831101e-03, 9.732029900944724e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.592422620158135e+00, 1.000000000000000e-10, 7.765971318414481e+05, 1.036969048024326e+00, 1.065521847527064e+00, 0.000000000000000e+00, 1.528763037140828e-01, 9.935624793851332e-08, 2.321136764098939e-04, -4.882710914285590e-05, 8.372726868232887e+00, 7.711767512903988e-01, 1.253163844820584e-16
16, 9.724726573606256e-01, 5.947326113287674e-03, 9.711190035080810e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.586805045005392e+00, 1.000000000000000e-10, 7.782430305785096e+05, 1.034722017963312e+00, 1.065494562690536e+00, 0.000000000000000e+00, 1.435842697445799e-01, 9.935430293485809e-08, 2.753041109202119e-04, -5.669050728286098e-05, 5.675187456598988e+00, 8.386112500990300e-01, 1.247835687907469e-16
17, 9.660174281351556e-01, 7.262341017480705e-03, 9.688757004920676e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.580712124882309e+00, 1.000000000000000e-10, 7.800148188464225e+05, 1.032284849914168e+00, 1.065446113871879e+00, 0.000000000000000e+00, 1.335059674134516e-01, 9.935084919342796e-08, 3.253926752368676e-04, -6.552211464311988e-05, 4.394127584919044e+00, 9.102856928109756e-01, 1.242125209468196e-16
