"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,           0,      -4.105247853,       -3.64838306,      -4.092338549,      -3.530910884,       -4.08557224,       2.867634617,    -0.01118021929,       0.051543157,                 0,                 0,                 0,     -0.0275722633,    -0.01579454162,     0.05032123599,                 0,      -4.610209842,     0.01221088152
          0,           0,           1,      -4.148287899,      -4.210863158,      -4.192530595,      -3.577683397,      -4.714957376,       2.401085107,   -0.006991040844,      0.1188275265,                 0,                 0,                 0,    -0.02762748663,    -0.01770582331,      0.1177087912,                 0,      -16.99711519,     0.01221088152
          0,           0,           2,      -4.191007812,      -4.239049598,      -4.212823803,      -3.624307489,      -5.211248179,       2.195852748,   -0.001288330695,      0.2015002782,                 0,                 0,                 0,    -0.02712344201,    -0.01950106387,      0.2005585461,                 0,      -156.4041584,     0.01221088152
          0,           0,           3,      -4.241601983,      -4.265398402,       -4.22955649,       -3.67912837,      -5.653633459,       2.090872993,    0.005419475495,      0.2933853631,                 0,                 0,                 0,    -0.02611378332,    -0.02112822874,      0.2926737773,                 0,       54.13537958,     0.01221088152
          0,           0,           4,      -4.300993617,      -4.292223058,      -4.244212314,      -3.743278578,      -6.053560543,       1.971350773,     0.01238670628,      0.3859748862,                 0,                 0,                 0,    -0.02489824628,    -0.02256072104,      0.3855140168,                 0,       31.16041322,     0.01221088152
          0,           0,           5,      -4.367583917,      -4.321035737,      -4.260042112,      -3.815287744,      -6.392637372,       1.823023823,      0.0187329956,      0.4699169769,                 0,                 0,                 0,    -0.02376780128,     -0.0238297815,      0.4696860993,                 0,       25.08498838,     0.01221088152
          0,           0,           6,      -4.434013201,      -4.352843724,      -4.281590912,      -3.887316796,      -6.656032961,       1.669445387,     0.02371194646,      0.5374745474,                 0,                 0,                 0,    -0.02283553778,    -0.02497922593,      0.5374171413,                 0,       22.66682528,     0.01221088152
          0,           0,           7,      -4.485007847,      -4.387964644,      -4.313559879,        -3.9421474,      -6.855996827,       1.559136587,     0.02691961114,      0.5844553498,                 0,                 0,                 0,    -0.02212723687,    -0.02603231883,       0.584495543,                 0,       21.71113642,     0.01221088152
          0,           0,           8,      -4.506495981,      -4.426190483,      -4.359655822,      -3.963616319,      -7.010673851,        1.49695075,     0.02828335272,      0.6111630105,                 0,                 0,                 0,    -0.02174106314,    -0.02708885107,      0.6112171198,                 0,       21.60857719,     0.01221088152
          0,           0,           9,      -4.503083938,      -4.467033142,      -4.421476727,      -3.957614226,      -7.132025633,       1.430557833,     0.02807691996,      0.6212654289,                 0,                 0,                 0,     -0.0217338232,    -0.02820781655,      0.6212594995,                 0,       22.12726431,     0.01221088152
          0,           0,          10,      -4.494410071,      -4.510267567,      -4.496735087,      -3.946562911,      -7.229240127,       1.331180832,     0.02681821114,      0.6202431352,                 0,                 0,                 0,    -0.02205700463,    -0.02936894284,      0.6201275904,                 0,       23.12768484,     0.01221088152
          0,           0,          11,      -4.497693776,       -4.55590685,      -4.575587548,      -3.948776069,      -7.310657079,       1.162433585,     0.02511978572,      0.6139060191,                 0,                 0,                 0,    -0.02255536289,    -0.03048746201,      0.6136628704,                 0,       24.43914236,     0.01221088152
          0,           0,          12,      -4.522609476,      -4.603914403,      -4.638418289,      -3.973836398,      -7.380747818,      0.9483313893,     0.02350403139,      0.6070240712,                 0,                 0,                 0,    -0.02305137796,    -0.03147438943,      0.6066630246,                 0,       25.82638106,     0.01221088152
          0,           0,          13,      -4.573656794,      -4.653747929,      -4.669159534,      -4.025803812,      -7.440501531,      0.7121055817,     0.02230248325,      0.6025101003,                 0,                 0,                 0,    -0.02340923339,     -0.0322629002,      0.6020589066,                 0,       27.01538182,     0.01221088152
