"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
0, 1.000000000000000e+00, 0.000000000000000e+00, 1.004721608619805e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.638273691458436e+00, 1.000000000000000e-10, 7.447202344877832e+05, 1.055309476543185e+00, 1.050350134295284e+00, 0.000000000000000e+00, 2.995260274032691e-01, 9.827044920176684e-08, 7.351620158513877e-09, -7.891169971332282e-05, 1.139836354469567e+01, 3.992996682744943e-01, 1.349126307405615e-16
1, 5.000000000000000e-01, 7.766482000000000e-02, 8.644465517287530e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.259199327938867e+00, 1.000000000000000e-10, 8.611890293935019e+05, 9.036797311409689e-01, 1.045385315418005e+00, 0.000000000000000e+00, -5.216181618937236e-01, 9.791363299953077e-08, 3.429264585396286e-03, -2.347218216835473e-04, -1.480142389118191e+02, 2.453374637218588e+00, 1.003782582757070e-16
2, 0.000000000000000e+00, 0.000000000000000e+00, 1.106501835113580e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.909499199618095e+00, 1.000000000000000e-10, 6.699669481189215e+05, 1.163799679802977e+00, 1.051782873621278e+00, 0.000000000000000e+00, 8.870499315430280e-01, 9.837326559035283e-08, -1.252353608329027e-12, 2.357843043791934e-03, -5.448715518612266e+01, 2.298812056450451e+00, 1.651576748375049e-16
3, 5.000000000000000e-01, -7.766482000000000e-02, 8.999198589151376e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.354135822539709e+00, 1.000000000000000e-10, 8.278462141876353e+05, 9.416543289798865e-01, 1.046375762965227e+00, 0.000000000000000e+00, -3.159684044955189e-01, 9.798488126411327e-08, 3.414713636128938e-03, 2.337258656586583e-04, -1.479115436851413e+02, 2.496074005555219e+00, 1.087061639279147e-16
12, 9.954551090812083e-01, 1.139796998787765e-03, 1.002760896210193e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.633187349644394e+00, 1.000000000000000e-10, 7.454777694191530e+05, 1.053274939817647e+00, 1.050374963561469e+00, 0.000000000000000e+00, 2.885080836241278e-01, 9.827223158473993e-08, 1.616207712267932e-04, -4.033207879304888e-05, 1.311563997154020e+01, 5.795677178734002e-01, 1.345125205288342e-16
13, 9.903582780842387e-01, 2.406068756233480e-03, 1.001096901697280e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.628782731728287e+00, 1.000000000000000e-10, 7.467143134819162e+05, 1.051513092651270e+00, 1.050360949942522e+00, 0.000000000000000e+00, 2.789668781089303e-01, 9.827122561167316e-08, 2.305021974859710e-04, -5.696386429119700e-05, 7.769836282852467e+00, 6.913757779875481e-01, 1.340669271870316e-16
14, 9.848986192925683e-01, 3.748615735746229e-03, 9.995596802651251e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.624641137656655e+00, 1.000000000000000e-10, 7.478356140994411e+05, 1.049856455022679e+00, 1.050318931175989e+00, 0.000000000000000e+00, 2.699954301988931e-01, 9.826820923897447e-08, 3.072068842838754e-04, -7.512153976928716e-05, 5.383037135383775e+00, 7.973352354145593e-01, 1.336603507221249e-16
15, 9.791316777091300e-01, 5.151318129529794e-03, 9.972266160497473e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.618361179344476e+00, 1.000000000000000e-10, 7.495497278930213e+05, 1.047344471697901e+00, 1.050257238266145e+00, 0.000000000000000e+00, 2.563918954486303e-01, 9.826378042519619e-08, 3.849824776753625e-04, -9.309261485247264e-05, 4.364053621534569e+00, 8.912970904286897e-01, 1.330434252398252e-16
16, 9.730890097617939e-01, 6.604297475457873e-03, 9.948910339439784e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.612040889118042e+00, 1.000000000000000e-10, 7.512660434938613e+05, 1.044816355607421e+00, 1.050181698256469e+00, 0.000000000000000e+00, 2.427009944182332e-01, 9.825835738222324e-08, 4.664450784102386e-04, -1.114755087028665e-04, 3.787097077881854e+00, 9.796656900716977e-01, 1.324285918036890e-16
17, 9.667914797640027e-01, 8.100496729753454e-03, 9.923153555236960e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.605064022633833e+00, 1.000000000000000e-10, 7.531668181346047e+05, 1.042025609013840e+00, 1.050095217426027e+00, 0.000000000000000e+00, 2.275878294977204e-01, 9.825214866031834e-08, 5.507553767329953e-04, -1.300245524575116e-04, 3.324371636813318e+00, 1.062868933993898e+00, 1.317523997958974e-16
