"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Residual_Density","Residual_Momentum_x","Residual_Momentum_y","Residual_Energy"
290, 9.442563762811869e-01, 2.380345935723623e-02, 1.008267163814517e+00, 2.781911516701166e-01, -1.014798304187858e-01, 2.702907148077922e+00, 1.063768962852033e+00, 1.055046718795780e+00, 2.416549892687900e-01, 2.708041568372402e-01, -9.200879391713102e-09, 1.824386100524045e-07, -7.058677993498907e-08, 4.745170034681223e-09
291, 9.428497609643092e-01, 2.431426725082289e-02, 1.007621567891148e+00, 2.816329115099293e-01, -1.018826871430230e-01, 2.701477172585632e+00, 1.062787125715663e+00, 1.054748290015240e+00, 2.445983392936230e-01, 2.666346429236590e-01, -9.504570019913672e-09, 1.803306188818965e-07, -6.929809359679240e-08, 4.305221956713012e-09
292, 9.414287500119908e-01, 2.482623008425361e-02, 1.007018332044969e+00, 2.852000677301744e-01, -1.022980529795611e-01, 2.700173977569489e+00, 1.061836761027516e+00, 1.054436376417524e+00, 2.476390603041411e-01, 2.625987813296914e-01, -9.504570019913672e-09, 1.803306188818965e-07, -6.929809359679240e-08, 4.305221956713012e-09
293, 9.399933384784516e-01, 2.533925288839587e-02, 1.006228696287887e+00, 2.884705979152761e-01, -1.026866520945525e-01, 2.698354802514447e+00, 1.060706031426028e+00, 1.054140112818404e+00, 2.504946930627839e-01, 2.577969739511994e-01, -1.054274978429248e-08, 1.737046007033172e-07, -6.561265375459868e-08, 1.352391532094543e-09
294, 9.385435281513241e-01, 2.585324683716364e-02, 1.005540841780924e+00, 2.918454906142880e-01, -1.030328104051663e-01, 2.696816782348784e+00, 1.059674368881120e+00, 1.053835234583133e+00, 2.534013809005621e-01, 2.534158692080872e-01, -1.054274978429248e-08, 1.737046007033172e-07, -6.561265375459868e-08, 1.352391532094543e-09
295, 9.370793126858897e-01, 2.636810889508754e-02, 1.004822707362248e+00, 2.950004820445541e-01, -1.032873612520788e-01, 2.695180922279798e+00, 1.058627433465069e+00, 1.053546487065429e+00, 2.561254091007308e-01, 2.489699060008045e-01, -1.061114973666122e-08, 1.706425256653432e-07, -6.414743317084692e-08, 1.304357510889531e-09
296, 9.356006810460953e-01, 2.688374672645916e-02, 1.004037807562997e+00, 2.981006740001313e-01, -1.035248822824723e-01, 2.693365944496816e+00, 1.057510189890098e+00, 1.053257339439129e+00, 2.588259464551116e-01, 2.442253689914147e-01, -1.061114973666122e-08, 1.706425256653432e-07, -6.414743317084692e-08, 1.304357510889531e-09
297, 9.341076312138507e-01, 2.740007587625623e-02, 1.003351907288656e+00, 3.014797389094461e-01, -1.038048292170599e-01, 2.691842091804605e+00, 1.056471668578310e+00, 1.052942303596351e+00, 2.617382308281960e-01, 2.398151374991924e-01, -1.135725291590006e-08, 1.640731671082030e-07, -6.043997903548703e-08, -1.101729818486774e-09
298, 9.326001632762441e-01, 2.791701914551088e-02, 1.002579628651475e+00, 3.048393870717411e-01, -1.041019330134503e-01, 2.690091534772778e+00, 1.055337157945303e+00, 1.052621784630503e+00, 2.646700717254892e-01, 2.349972734215332e-01, -1.135725291590006e-08, 1.640731671082030e-07, -6.043997903548703e-08, -1.101729818486774e-09
299, 9.310782648360015e-01, 2.843446095390984e-02, 1.001932345100505e+00, 3.082441360887617e-01, -1.043205980511805e-01, 2.688677991907533e+00, 1.054332596910697e+00, 1.052299191723305e+00, 2.675902444453389e-01, 2.307312591757124e-01, -1.180858588689659e-08, 1.613770319042196e-07, -5.893921525834678e-08, -2.399141774134250e-09
